dataset_name,number_of_features,proportion_of_numeric_features,number_of_instances,number_of_classes,ratio_of_instances_to_features,ratio_of_classes_to_features,ratio_of_instances_to_classes,ratio_of_min_to_max_instances_per_class,proportion_of_features_with_outliers,average_mutual_information,minimum_mutual_information,maximum_mutual_information,equivalent_number_of_features,noise_to_signal_ratio_of_features,layer_normalisation,batch_normalisation,weight_decay,baseline,dropout,prune,weight_normalisation,weight_perturbation
Segmentation,18.0,0.8888888888888888,1.0,7.0,1.0,1,1.0,0.9761904761904762,0.6666666666666666,3,2,3,3,0.0,1,1,0,0,0,0,1,0
Segmentation,18.0,0.8888888888888888,2.0,7.0,1.0,1,2.0,0.9763313609467456,0.6666666666666666,3,2,3,3,0.0,0,0,0,1,0,1,0,0
Segmentation,18.0,0.8888888888888888,2.0,7.0,2.0,1,2.0,0.974025974025974,0.6666666666666666,3,2,3,3,0.0,0,0,1,0,0,1,0,0
Segmentation,18.0,0.8888888888888888,2.0,7.0,2.0,1,2.0,0.974074074074074,0.7222222222222222,3,2,3,3,0.0,0,1,0,1,0,0,1,0
Smartphone battery,12.0,0.8333333333333334,3.0,3.0,3.0,1,3.0,0.5311827956989247,0.5833333333333334,1,0,2,1,2.0,0,0,0,0,0,1,1,1
Smartphone battery,7.0,0.8571428571428571,3.0,3.0,3.0,1,3.0,0.5311827956989247,0.5714285714285714,0,0,0,0,4.0,0,0,1,0,0,0,0,0
Smartphone battery,7.0,0.8571428571428571,3.0,3.0,3.0,1,3.0,0.5311827956989247,0.5714285714285714,2,0,2,2,2.0,0,0,0,0,0,1,0,0
Smartphone battery,8.0,0.875,3.0,3.0,3.0,1,3.0,0.5311827956989247,0.625,0,0,0,0,4.0,0,0,1,1,0,0,0,0
Smartphone battery,11.0,0.8181818181818182,3.0,3.0,3.0,1,3.0,0.5311827956989247,0.5454545454545454,1,0,2,1,2.0,0,0,0,0,0,1,1,1
Smartphone battery,11.0,0.8181818181818182,3.0,3.0,3.0,1,3.0,0.5311827956989247,0.6363636363636364,0,0,0,0,3.0,0,0,1,0,0,0,0,0
Smartphone battery,7.0,0.8571428571428571,3.0,3.0,3.0,1,3.0,0.5311827956989247,0.4285714285714285,2,0,2,2,2.0,0,0,0,0,0,0,1,1
Smartphone battery,14.0,0.8571428571428571,1.0,3.0,1.0,1,1.0,0.5294117647058824,0.4285714285714285,1,0,2,1,2.0,0,0,0,0,0,0,1,0
Smartphone battery,14.0,0.8571428571428571,2.0,3.0,1.0,1,2.0,0.5316455696202531,0.4285714285714285,1,0,2,1,1.0,0,0,1,1,0,0,1,1
Smartphone battery,14.0,0.8571428571428571,2.0,3.0,2.0,1,2.0,0.5307881773399015,0.5714285714285714,1,0,2,1,2.0,0,0,0,0,0,0,1,0
Smartphone battery,14.0,0.8571428571428571,3.0,3.0,2.0,1,3.0,0.5309810671256454,0.5,1,0,2,1,2.0,0,0,0,1,0,0,0,1
Smartphone battery,14.0,0.8571428571428571,3.0,3.0,2.0,1,3.0,0.5309446254071661,0.5714285714285714,1,0,2,1,2.0,0,0,0,1,0,0,0,1
Smartphone battery,14.0,0.8571428571428571,3.0,3.0,2.0,1,3.0,0.5312701482914249,0.5714285714285714,1,0,2,1,2.0,0,0,1,0,0,0,1,0
Smartphone battery,14.0,0.8571428571428571,3.0,3.0,2.0,1,3.0,0.5310924369747899,0.5714285714285714,1,0,2,1,2.0,0,0,0,1,0,0,0,0
Smartphone battery,14.0,0.8571428571428571,3.0,3.0,3.0,1,3.0,0.5312199807877042,0.5714285714285714,1,0,2,1,2.0,1,0,0,0,0,0,0,0
Students Performance,13.0,0.3846153846153846,2.0,2.0,2.0,0,3.0,0.3418662262592898,0.0769230769230769,1,0,2,1,0.0,0,0,0,1,0,0,1,0
Students Performance,13.0,0.3846153846153846,2.0,3.0,2.0,1,2.0,0.088356729975227,0.0,2,1,2,2,0.0,0,0,0,0,0,0,0,1
Students Performance,13.0,0.3846153846153846,2.0,2.0,2.0,0,3.0,0.2221304706853839,0.0769230769230769,1,0,2,1,0.0,0,0,0,1,0,1,1,1
Students Performance,13.0,0.3846153846153846,2.0,4.0,2.0,1,2.0,0.2584541062801932,0.1538461538461538,2,0,3,2,0.0,0,0,0,0,0,0,1,0
Students Performance,13.0,0.3846153846153846,2.0,3.0,2.0,1,2.0,0.6497584541062802,0.1538461538461538,2,0,3,2,0.0,0,0,0,1,0,0,1,0
Students Performance,12.0,0.3333333333333333,3.0,5.0,2.0,1,2.0,0.088356729975227,0.0,1,0,2,1,3.0,0,0,0,0,0,1,0,1
Students Performance,7.0,0.5714285714285714,3.0,5.0,3.0,2,2.0,0.088356729975227,0.0,2,0,3,2,2.0,0,0,1,1,0,0,0,1
Students Performance,8.0,0.25,3.0,5.0,3.0,2,2.0,0.088356729975227,0.0,2,0,3,2,2.0,0,0,0,1,0,0,1,0
Students Performance,8.0,0.25,3.0,5.0,3.0,2,2.0,0.088356729975227,0.0,3,1,3,3,0.0,0,0,1,0,0,0,1,1
Students Performance,12.0,0.4166666666666667,3.0,5.0,2.0,1,2.0,0.088356729975227,0.0,2,0,3,2,0.0,0,0,1,0,0,0,1,1
Students Performance,13.0,0.3846153846153846,0.0,4.0,0.0,1,1.0,0.2210526315789473,0.0,2,0,3,2,0.0,0,0,1,1,0,0,1,1
Students Performance,13.0,0.3846153846153846,2.0,5.0,1.0,1,2.0,0.0878859857482185,0.0,2,0,3,2,0.0,0,0,0,0,0,0,1,0
Students Performance,13.0,0.3846153846153846,2.0,5.0,2.0,1,2.0,0.0887681159420289,0.0,2,0,3,2,0.0,0,0,0,1,0,0,1,1
Students Performance,13.0,0.3846153846153846,2.0,5.0,2.0,1,2.0,0.0883280757097791,0.0,2,0,3,2,0.0,0,0,1,1,0,1,1,0
Students Performance,13.0,0.3846153846153846,2.0,5.0,2.0,1,2.0,0.088235294117647,0.0,2,0,3,2,0.0,0,0,1,0,0,1,0,1
Students Performance Burnout,19.0,0.7368421052631579,3.0,8.0,2.0,1,2.0,0.8838095238095238,0.5263157894736842,0,0,2,0,3.0,0,0,0,0,0,1,0,0
Students Performance Burnout,19.0,0.7368421052631579,2.0,4.0,2.0,1,2.0,0.8838095238095238,0.5263157894736842,0,0,1,0,3.0,0,0,0,0,0,1,0,0
Students Performance Burnout,19.0,0.7368421052631579,3.0,5.0,2.0,1,2.0,0.95906432748538,0.5263157894736842,0,0,1,0,3.0,0,0,1,0,1,1,0,0
Students Performance Burnout,19.0,0.7368421052631579,2.0,3.0,2.0,0,2.0,0.9371428571428572,0.5263157894736842,0,0,0,0,4.0,0,0,1,0,0,0,1,0
Students Performance Burnout,19.0,0.7368421052631579,3.0,8.0,2.0,1,2.0,0.8838095238095238,0.5263157894736842,1,0,2,1,3.0,0,0,1,0,0,0,0,0
Students Performance Burnout,16.0,0.6875,3.0,10.0,3.0,2,2.0,0.8838095238095238,0.5,0,0,2,0,3.0,0,0,0,0,1,1,0,1
Students Performance Burnout,16.0,0.75,3.0,10.0,3.0,2,2.0,0.8838095238095238,0.5,0,0,2,0,3.0,0,0,1,0,0,0,0,0
Students Performance Burnout,16.0,0.75,3.0,10.0,3.0,2,2.0,0.8838095238095238,0.5,0,0,2,0,3.0,0,0,0,0,0,1,1,0
Students Performance Burnout,17.0,0.7058823529411765,3.0,10.0,3.0,2,2.0,0.8838095238095238,0.4705882352941176,1,0,2,1,3.0,0,0,0,0,0,1,0,0
Students Performance Burnout,15.0,0.7333333333333333,3.0,10.0,3.0,2,2.0,0.8838095238095238,0.5333333333333333,0,0,1,0,3.0,0,0,0,0,1,0,0,0
Students Performance Burnout,19.0,0.7368421052631579,0.0,10.0,0.0,2,0.0,0.9375,0.1578947368421052,1,0,2,1,3.0,0,0,1,1,0,0,0,0
Students Performance Burnout,19.0,0.7368421052631579,2.0,10.0,1.0,2,1.0,0.8814814814814815,0.5263157894736842,1,0,2,1,3.0,0,0,0,0,0,1,1,1
Students Performance Burnout,19.0,0.7368421052631579,3.0,10.0,2.0,2,2.0,0.8840579710144928,0.5263157894736842,0,0,2,0,3.0,0,0,1,1,0,1,0,0
Students Performance Burnout,19.0,0.7368421052631579,3.0,10.0,2.0,2,2.0,0.8818897637795275,0.5263157894736842,0,0,2,0,3.0,0,0,0,0,1,0,0,0
Students Performance Burnout,19.0,0.7368421052631579,3.0,10.0,2.0,2,2.0,0.8850574712643678,0.5263157894736842,0,0,2,0,3.0,0,0,0,0,0,1,0,0
Twonorm,16.0,1.0,4.0,2.0,3.0,0,4.0,0.9983796921415068,1.0,2,3,1,2,0.0,0,0,1,0,0,0,0,1
Twonorm,16.0,1.0,4.0,2.0,3.0,0,4.0,0.9983796921415068,1.0,2,3,0,2,0.0,0,0,1,0,0,0,0,0
Twonorm,17.0,1.0,4.0,2.0,3.0,0,4.0,0.9983796921415068,1.0,2,3,1,2,0.0,1,0,1,1,0,0,1,1
Twonorm,14.0,1.0,4.0,2.0,3.0,0,4.0,0.9983796921415068,1.0,2,3,1,2,0.0,0,0,0,1,1,0,1,0
Twonorm,18.0,1.0,4.0,2.0,3.0,0,4.0,0.9983796921415068,1.0,2,3,1,2,0.0,0,0,1,1,0,0,0,0
Twonorm,10.0,1.0,4.0,2.0,3.0,0,4.0,0.9983796921415068,1.0,2,3,0,2,0.0,0,0,1,0,1,0,0,1
Twonorm,16.0,1.0,4.0,2.0,3.0,0,4.0,0.9983796921415068,1.0,2,3,0,2,0.0,0,0,0,0,1,0,1,1
Twonorm,20.0,1.0,1.0,2.0,1.0,0,2.0,0.9956140350877192,0.95,2,3,1,2,0.0,1,0,1,0,0,1,0,0
Twonorm,20.0,1.0,2.0,2.0,2.0,0,3.0,0.9989350372736954,1.0,2,3,1,2,0.0,0,0,1,1,0,0,0,0
Twonorm,20.0,1.0,2.0,2.0,2.0,0,3.0,0.9990485252140818,1.0,2,3,1,2,0.0,0,0,0,0,0,0,1,0
Twonorm,20.0,1.0,3.0,2.0,2.0,0,3.0,0.9987546699875468,1.0,2,3,1,2,0.0,0,0,0,1,0,0,0,0
Twonorm,20.0,1.0,3.0,2.0,2.0,0,3.0,0.9986020503261882,1.0,2,3,1,2,0.0,1,0,1,1,0,0,1,0
Twonorm,20.0,1.0,3.0,2.0,2.0,0,4.0,0.9979814291481632,1.0,2,3,1,2,0.0,0,0,0,0,0,0,0,1
Twonorm,20.0,1.0,3.0,2.0,3.0,0,4.0,0.9981279251170048,1.0,2,3,1,2,0.0,0,0,1,0,0,1,1,0
Twonorm,20.0,1.0,4.0,2.0,3.0,0,4.0,0.9981998199819982,1.0,2,3,0,2,0.0,0,0,1,1,0,0,1,0
Vehicle,18.0,1.0,1.0,2.0,1.0,0,2.0,0.9170506912442395,0.3888888888888889,3,2,2,3,0.0,0,0,0,1,0,0,0,1
Vehicle,18.0,1.0,1.0,3.0,1.0,0,2.0,0.9128440366972476,0.6666666666666666,3,3,2,3,0.0,1,1,1,0,0,0,1,0
Vehicle,18.0,1.0,1.0,2.0,1.0,0,2.0,0.9128440366972476,0.8888888888888888,3,1,2,3,0.0,0,1,0,0,0,0,1,0
Vehicle,12.0,1.0,2.0,4.0,1.0,1,2.0,0.9128440366972476,0.6666666666666666,3,2,2,3,0.0,0,1,0,1,0,1,1,0
Vehicle,14.0,1.0,2.0,4.0,1.0,1,2.0,0.9128440366972476,0.5,3,3,2,3,0.0,0,1,0,0,0,0,0,0
Vehicle,16.0,1.0,2.0,4.0,1.0,1,2.0,0.9128440366972476,0.625,3,3,2,3,0.0,0,1,0,0,0,0,0,0
Vehicle,9.0,1.0,2.0,4.0,2.0,1,2.0,0.9128440366972476,0.4444444444444444,3,3,2,3,0.0,1,0,0,0,0,0,0,0
Vehicle,10.0,1.0,2.0,4.0,2.0,1,2.0,0.9128440366972476,0.5,3,3,2,3,0.0,0,1,1,1,0,1,0,1
Vehicle,13.0,1.0,2.0,4.0,1.0,1,2.0,0.9128440366972476,0.5384615384615384,3,3,2,3,0.0,0,1,0,0,0,0,0,0
Vehicle,18.0,1.0,0.0,4.0,0.0,1,0.0,0.902439024390244,0.3333333333333333,3,2,2,3,0.0,0,0,0,1,1,0,1,1
Vehicle,18.0,1.0,1.0,4.0,0.0,1,1.0,0.9066666666666666,0.5,3,1,2,3,0.0,0,0,1,0,0,0,1,1
Vehicle,18.0,1.0,1.0,4.0,1.0,1,1.0,0.9072164948453608,0.3888888888888889,3,2,2,3,0.0,1,1,0,0,0,0,0,0
Vehicle,18.0,1.0,1.0,4.0,1.0,1,1.0,0.9197080291970804,0.5555555555555556,3,3,2,3,0.0,0,1,0,0,0,0,0,1
Vehicle,18.0,1.0,1.0,4.0,1.0,1,1.0,0.9155844155844156,0.5555555555555556,3,3,2,3,0.0,0,1,1,1,0,1,1,1
Vehicle,18.0,1.0,2.0,4.0,1.0,1,2.0,0.917098445595855,0.5555555555555556,3,3,2,3,0.0,0,1,0,0,0,0,0,0
Vowel,12.0,1.0,1.0,5.0,1.0,1,1.0,1.0,0.3333333333333333,3,0,3,3,0.0,0,0,0,0,0,0,1,1
Vowel,12.0,1.0,1.0,7.0,1.0,2,1.0,1.0,0.3333333333333333,3,0,3,3,0.0,1,0,0,0,0,0,0,0
Vowel,12.0,1.0,1.0,4.0,1.0,1,1.0,1.0,0.0833333333333333,3,0,3,3,0.0,0,0,0,0,1,0,0,0
Vowel,12.0,1.0,1.0,7.0,1.0,2,1.0,1.0,0.4166666666666667,3,0,3,3,0.0,1,0,0,0,0,0,1,0
Vowel,12.0,1.0,1.0,6.0,1.0,1,1.0,1.0,0.3333333333333333,3,0,3,3,0.0,0,0,1,1,0,1,1,0
Vowel,6.0,1.0,2.0,11.0,2.0,3,1.0,1.0,0.3333333333333333,3,0,3,3,2.0,1,0,0,0,0,0,0,0
Vowel,8.0,1.0,2.0,11.0,2.0,3,1.0,1.0,0.5,3,0,3,3,1.0,1,0,0,0,0,0,0,0
Vowel,11.0,1.0,2.0,11.0,2.0,2,1.0,1.0,0.4545454545454545,3,0,3,3,0.0,1,0,0,0,0,0,0,0
Vowel,6.0,1.0,2.0,11.0,2.0,3,1.0,1.0,0.3333333333333333,2,0,2,2,3.0,1,0,0,0,0,0,0,0
Vowel,8.0,1.0,2.0,11.0,2.0,3,1.0,1.0,0.625,3,3,3,3,0.0,1,0,0,0,0,0,0,0
Vowel,12.0,1.0,0.0,11.0,0.0,2,0.0,0.9473684210526316,0.3333333333333333,3,0,3,3,0.0,0,0,1,1,0,0,1,1
Vowel,12.0,1.0,1.0,11.0,1.0,2,0.0,1.0,0.25,3,0,3,3,0.0,1,0,0,0,0,0,0,0
Vowel,12.0,1.0,1.0,11.0,1.0,2,1.0,0.9787234042553192,0.3333333333333333,3,0,3,3,0.0,1,0,0,0,0,0,0,0
Vowel,12.0,1.0,1.0,11.0,1.0,2,1.0,0.9830508474576272,0.3333333333333333,3,0,3,3,0.0,0,0,0,0,0,1,1,0
Vowel,12.0,1.0,2.0,11.0,1.0,2,1.0,0.9873417721518988,0.3333333333333333,3,0,3,3,0.0,1,0,1,0,0,1,1,0
Waveform_21,13.0,1.0,3.0,3.0,3.0,1,3.0,0.9711084905660378,1.0,3,1,2,3,0.0,0,0,1,0,0,1,0,0
Waveform_21,16.0,1.0,3.0,3.0,3.0,0,3.0,0.9711084905660378,1.0,3,1,2,3,0.0,0,1,0,0,0,0,0,0
Waveform_21,13.0,1.0,3.0,3.0,3.0,1,3.0,0.9711084905660378,1.0,3,1,2,3,0.0,0,0,1,0,0,0,0,0
Waveform_21,12.0,1.0,3.0,3.0,3.0,1,3.0,0.9711084905660378,1.0,3,1,2,3,0.0,0,0,1,0,0,0,0,0
Waveform_21,14.0,1.0,3.0,3.0,3.0,1,3.0,0.9711084905660378,1.0,3,1,2,3,0.0,0,1,1,0,0,0,0,0
Waveform_21,17.0,1.0,3.0,3.0,3.0,0,3.0,0.9711084905660378,1.0,3,0,2,3,0.0,0,0,1,0,0,0,0,0
Waveform_21,14.0,1.0,3.0,3.0,3.0,1,3.0,0.9711084905660378,1.0,2,1,2,2,0.0,0,1,1,0,0,0,0,0
Waveform_21,21.0,1.0,0.0,3.0,0.0,0,1.0,0.9753086419753086,0.2857142857142857,3,0,2,3,0.0,0,0,1,1,0,0,1,1
Waveform_21,21.0,1.0,2.0,3.0,1.0,0,2.0,0.9694189602446484,0.6190476190476191,3,0,2,3,0.0,0,0,0,1,0,0,0,0
Waveform_21,21.0,1.0,2.0,3.0,1.0,0,2.0,0.969939879759519,0.7619047619047619,3,0,2,3,0.0,0,0,1,1,0,0,0,1
Waveform_21,21.0,1.0,2.0,3.0,2.0,0,3.0,0.969650986342944,0.9047619047619048,3,0,2,3,0.0,0,0,1,0,0,0,0,0
Waveform_21,21.0,1.0,3.0,3.0,2.0,0,3.0,0.9700805523590332,0.9047619047619048,3,0,2,3,0.0,0,0,1,0,0,0,1,0
Waveform_21,21.0,1.0,3.0,3.0,2.0,0,3.0,0.9712793733681462,0.9047619047619048,3,0,2,3,0.0,0,1,1,0,0,0,1,0
Waveform_21,21.0,1.0,3.0,3.0,2.0,0,3.0,0.9706563706563708,0.9523809523809524,3,1,2,3,0.0,0,0,0,0,0,1,0,0
Waveform_21,21.0,1.0,3.0,3.0,2.0,0,3.0,0.9705304518664049,0.9047619047619048,3,0,2,3,0.0,0,0,1,0,0,0,0,0
White Wine Quality,11.0,1.0,2.0,5.0,2.0,1,2.0,0.0042553191489361,1.0,2,2,2,2,0.0,0,1,0,0,0,0,0,0
White Wine Quality,11.0,1.0,2.0,5.0,2.0,1,2.0,0.0170212765957446,0.9090909090909092,2,3,2,2,1.0,0,0,0,1,1,0,0,1
White Wine Quality,11.0,1.0,3.0,5.0,3.0,1,3.0,0.0732662192393736,0.9090909090909092,1,1,1,1,3.0,0,0,0,1,0,1,0,1
White Wine Quality,11.0,1.0,3.0,5.0,3.0,1,3.0,0.0027964205816554,1.0,1,0,1,1,3.0,1,0,1,0,0,0,1,1
White Wine Quality,11.0,1.0,3.0,2.0,2.0,0,3.0,0.6571588366890381,1.0,0,0,0,0,3.0,0,0,0,0,0,1,0,0
White Wine Quality,5.0,1.0,3.0,7.0,3.0,3,2.0,0.0027964205816554,1.0,1,2,0,1,3.0,1,0,0,1,0,0,0,0
White Wine Quality,5.0,1.0,3.0,7.0,3.0,3,2.0,0.0027964205816554,1.0,1,2,0,1,3.0,1,0,0,0,0,0,0,0
White Wine Quality,6.0,1.0,3.0,7.0,3.0,3,2.0,0.0027964205816554,1.0,1,2,0,1,3.0,1,0,1,0,0,0,0,0
White Wine Quality,10.0,1.0,3.0,7.0,3.0,2,2.0,0.0027964205816554,1.0,1,2,0,1,3.0,1,0,0,0,1,0,0,1
White Wine Quality,10.0,1.0,3.0,7.0,3.0,2,2.0,0.0027964205816554,1.0,1,2,0,1,3.0,1,1,1,0,1,0,1,0
White Wine Quality,11.0,1.0,1.0,5.0,1.0,1,1.0,0.0736842105263157,0.9090909090909092,1,0,1,1,3.0,0,1,0,1,0,0,1,1
White Wine Quality,11.0,1.0,2.0,5.0,2.0,1,2.0,0.073667711598746,0.9090909090909092,1,0,1,1,3.0,0,0,1,0,0,0,0,0
White Wine Quality,11.0,1.0,3.0,6.0,2.0,2,2.0,0.011090573012939,0.9090909090909092,1,1,1,1,2.0,1,0,0,0,0,0,0,0
White Wine Quality,11.0,1.0,3.0,6.0,2.0,2,2.0,0.0114436619718309,0.9090909090909092,1,1,1,1,3.0,1,0,0,0,1,0,1,0
White Wine Quality,11.0,1.0,3.0,6.0,3.0,2,2.0,0.0111870727159726,0.9090909090909092,1,2,1,1,3.0,1,1,0,1,1,0,0,1
Wine Quality Red,11.0,1.0,1.0,3.0,1.0,1,2.0,0.0186915887850467,1.0,0,0,0,0,3.0,0,1,1,1,1,0,1,1
Wine Quality Red,11.0,1.0,2.0,5.0,2.0,1,2.0,0.0173310225303292,1.0,1,0,1,1,2.0,0,1,1,0,0,0,0,0
Wine Quality Red,11.0,1.0,2.0,3.0,2.0,1,2.0,0.2894280762564991,0.9090909090909092,1,0,1,1,2.0,0,0,1,1,1,1,1,0
Wine Quality Red,11.0,1.0,1.0,2.0,1.0,0,2.0,0.3121495327102804,0.8181818181818182,0,1,0,0,2.0,1,0,0,0,1,0,0,0
Wine Quality Red,11.0,1.0,2.0,4.0,2.0,1,2.0,0.0294627383015597,0.9090909090909092,1,1,1,1,2.0,0,1,0,0,1,1,0,0
Wine Quality Red,9.0,1.0,2.0,6.0,2.0,2,2.0,0.0173310225303292,1.0,1,0,1,1,3.0,0,0,1,1,0,1,1,0
Wine Quality Red,6.0,1.0,2.0,6.0,2.0,2,2.0,0.0173310225303292,1.0,1,2,0,1,3.0,0,0,1,0,0,1,1,0
Wine Quality Red,10.0,1.0,2.0,6.0,2.0,2,2.0,0.0173310225303292,1.0,1,0,1,1,3.0,0,1,1,0,0,1,0,1
Wine Quality Red,9.0,1.0,2.0,6.0,2.0,2,2.0,0.0173310225303292,1.0,1,0,1,1,3.0,0,0,1,0,1,0,1,1
Wine Quality Red,7.0,1.0,2.0,6.0,2.0,2,2.0,0.0173310225303292,1.0,1,1,1,1,3.0,0,1,1,0,0,1,1,0
Wine Quality Red,11.0,1.0,1.0,4.0,1.0,1,1.0,0.0923076923076923,0.9090909090909092,1,0,1,1,2.0,0,1,0,1,1,0,0,0
Wine Quality Red,11.0,1.0,1.0,4.0,1.0,1,1.0,0.0947368421052631,0.9090909090909092,1,0,1,1,2.0,0,0,0,1,0,0,0,0
Wine Quality Red,11.0,1.0,1.0,4.0,1.0,1,2.0,0.0928792569659442,0.9090909090909092,1,0,1,1,2.0,1,0,0,0,1,0,0,0
Wine Quality Red,11.0,1.0,2.0,5.0,2.0,1,2.0,0.0294784580498866,1.0,1,0,1,1,2.0,1,0,0,0,0,0,0,1
Wine Quality Red,11.0,1.0,2.0,5.0,2.0,1,2.0,0.0289017341040462,1.0,1,2,1,1,2.0,0,1,0,0,1,1,0,0
Yeast,8.0,1.0,2.0,6.0,2.0,2,1.0,0.045662100456621,1.0,2,0,2,2,2.0,0,1,0,0,0,0,0,0
Yeast,8.0,1.0,1.0,6.0,1.0,2,1.0,0.081967213114754,0.875,3,0,2,3,0.0,1,0,0,0,0,1,0,0
Yeast,8.0,1.0,2.0,8.0,2.0,2,1.0,0.0114155251141552,1.0,2,2,2,2,2.0,1,0,0,0,0,0,0,0
Yeast,8.0,1.0,1.0,4.0,1.0,1,1.0,0.045662100456621,1.0,2,0,2,2,0.0,1,0,0,0,0,0,0,0
Yeast,8.0,1.0,2.0,8.0,2.0,2,1.0,0.0114155251141552,1.0,2,0,2,2,2.0,1,0,0,0,0,0,0,0
Yeast,6.0,1.0,2.0,10.0,2.0,3,1.0,0.0114155251141552,1.0,2,1,2,2,3.0,1,0,0,0,0,0,0,0
Yeast,5.0,1.0,2.0,10.0,3.0,3,1.0,0.0114155251141552,1.0,2,3,2,2,3.0,1,0,0,0,0,0,0,0
Yeast,6.0,1.0,2.0,10.0,2.0,3,1.0,0.0114155251141552,1.0,2,2,2,2,2.0,1,0,0,0,0,0,0,0
Yeast,5.0,1.0,2.0,10.0,3.0,3,1.0,0.0114155251141552,1.0,3,2,2,3,2.0,1,0,0,0,0,0,0,0
Yeast,4.0,1.0,2.0,10.0,3.0,4,1.0,0.0114155251141552,1.0,2,3,2,2,3.0,0,0,0,0,1,0,0,0
Yeast,8.0,1.0,0.0,4.0,0.0,1,0.0,0.375,0.625,2,0,2,2,2.0,1,0,0,0,0,0,0,0
Yeast,8.0,1.0,1.0,8.0,1.0,2,1.0,0.0671140939597315,1.0,2,0,2,2,2.0,1,0,0,0,0,0,1,0
Yeast,8.0,1.0,1.0,8.0,2.0,2,1.0,0.065989847715736,1.0,2,0,2,2,2.0,0,0,1,1,0,1,1,1
Yeast,8.0,1.0,2.0,9.0,2.0,3,1.0,0.0467836257309941,1.0,2,0,2,2,2.0,1,0,0,0,0,0,0,1
Yeast,8.0,1.0,2.0,9.0,2.0,3,1.0,0.046875,1.0,2,2,2,2,2.0,0,0,0,1,0,0,0,0
